html文件,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
18801886.html,北京大北农科技集团股份有限公司,大北农,2017-12-15,10.785,446988,,
18801886.html,北京大北农科技集团股份有限公司,大北农,2017-12-18,10.889,610000,,
18801886.html,北京大北农科技集团股份有限公司,大北农,2017-12-19,10.946,723531,,
18801886.html,北京大北农科技集团股份有限公司,大北农,2017-12-20,10.911,940000,,36633903
1880742.html,合肥市建设投资控股（集团）有限公司,建投集团,2015-07-11,7.41,10000000,,
1880742.html,合肥市建设投资控股（集团）有限公司,建投集团,2016-01-27,7.41,1017401,173668590,0.2227
18810267.html,中海恒实业发展有限公司,中海恒,2017-12-20,36.07,1399000,,
18810595.html,中国信达资产管理股份有限公司,中国信达,2017-12-20,43.44,3608108,7679375,0.0423
1881155.html,许文智,,2016-01-28,7.48,50000,10030942,0.0105
1881266.html,浙江睿康投资有限公司,睿康投资,2016-01-28,,3417600,114417600,0.1077
18819450.html,持股基本情况：截至本公告日，新华联控股有限公司,新华联控股,2017-11-13,5.5,457900,199542100,0.0982
18819964.html,山东高速投资控股有限公司,高速投资,2017-12-21,6.37元/股,22288000,,
18820883.html,财通基金（代表旗下投资组合）,,2017-11-06,13.83元至14.86元,3086674,,
18820883.html,财通基金（代表旗下投资组合）,,2017-12-22,11.30元至14.97元,675303,,
18820883.html,财通基金（代表旗下投资组合）,,2017-11-24,11.30元,192865,,
18833000.html,苏州工业园区昆吾民乐九鼎投资中心（有限合伙）,昆吾民乐九鼎,2017-10-20,33.13-36.96,216000,,
18833000.html,烟台富春九鼎创业投资中心（有限合伙）,烟台富春九鼎,2017-10-20,33.13-36.96,184000,,
18833000.html,昆吾民安九鼎,,2017-10-20,33.13-36.96,174400,,
18833000.html,烟台元泰九鼎,,2017-10-19,33.13-36.96,571400,,
18833000.html,烟台元泰九鼎,,2017-10-20,33.13-36.96,580000,,
18833000.html,嘉兴晋文九鼎,,2017-10-20,33.13-36.96,133300,,
18833000.html,嘉兴晋文九鼎,,2017-11-16,33.13-36.96,266600,,
18833000.html,苏州荣丰九鼎,,2017-10-20,33.13-36.96,120800,,
18833000.html,苏州荣丰九鼎,,2017-11-16,33.13-36.96,123500,,
18833000.html,嘉兴齐恒九鼎,,2017-10-20,33.13-36.96,108800,,
18833000.html,嘉兴齐恒九鼎,,2017-11-16,33.13-36.96,217700,,
18833000.html,春秋楚庄九鼎投资中心（有限合伙）,嘉兴楚庄九鼎,2017-10-20,,91100,,
18833000.html,春秋楚庄九鼎投资中心（有限合伙）,嘉兴楚庄九鼎,2017-11-16,,192200,,
18834156.html,青岛出版集团有限公司,出版集团,2017-11-21,,522000,,
18834156.html,青岛出版集团有限公司,出版集团,2017-12-25,,793100,374191691,0.533
18838252.html,南京康曼迪航天科技投资中心(有限合伙),康曼迪,2017-05-17,,5579745,,
18838252.html,南京康曼迪航天科技投资中心(有限合伙),康曼迪,2017-05-22,,130900,,
18838252.html,南京康曼迪航天科技投资中心(有限合伙),康曼迪,2017-05-23,,80000,,
18838415.html,中国华融资产管理股份有限公司,中国华融,2017-09-08,12.45,中国华融,,
18838415.html,中国华融资产管理股份有限公司,中国华融,2017-12-25,12.65,中国华融,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/10/17,28.25,1528,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/1,25.57,220000,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/20,21.12,26000,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/21,21.24,8000,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/22,20.85,18400,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/28,20.06,24300,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/1,20.24,2500,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/11,-,-,,
18838807.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/15,16.92,1084000,11486800,0.067
18839677.html,太极集团有限公司,太极有限,2017-12-26,16.13,6196981,,
18839928.html,陈鹤,,2017-12-26,8.632,80000,,
18843913.html,中国东方资产管理股份有限公司,东方资产,2017-12-26,16.01,64500,18935500,0.0724
18844578.html,佳沃集团有限公司,佳沃集团,2017-12-26,25.48,683000,,
18844578.html,佳沃集团有限公司,佳沃集团,2017-12-27,22.92,218000,,
18845592.html,浙江盾安人工环境股份有限公司,盾安环境,2016-12-23,11.25,浙江盾安人工环境股份有限公司,,
18845592.html,浙江盾安人工环境股份有限公司,盾安环境,2017-12-26,8.67,浙江盾安人工环境股份有限公司,,
18845592.html,浙江盾安人工环境股份有限公司,盾安环境,2017-12-27,8.45,浙江盾安人工环境股份有限公司,,
18848647.html,万向资源有限公司,万向资源,2017-12-25,6.20元/股,5345500,,
18848647.html,万向资源有限公司,万向资源,2017-12-26,5.982元/股,14348200,,
18848647.html,万向资源有限公司,万向资源,2017-12-26,5.56元/股,39387500,,
18849650.html,达晨投资,,2017-12-13,36.92,160000,,
18849650.html,达晨投资,,2017-12-14,37.73,280000,,
18849650.html,达晨投资,,2017-12-15,39.08,120050,,
18849650.html,达晨投资,,2017-12-18,38.59,60000,,
18849650.html,达晨投资,,2017-12-19,39.59,160000,,
18849650.html,达晨投资,,2017-12-20,39.43,120000,,
18849650.html,达晨投资,,2017-12-21,37.09,73550,,
18849650.html,达晨投资,,2017-12-22,36.52,60200,,
18849650.html,达晨投资,,2017-12-25,36.27,110000,,
18849650.html,达晨投资,,2017-12-26,36.44,95300,,
18849650.html,达晨投资,,2017-12-27,36.70,4700,6553490,0.0527
18850162.html,安徽出版集团有限责任公司,安徽出版集团,2017-12-27,6.44元/股,18000000,,
18850162.html,时代出版传媒股份有限公司,时代出版,2017-12-28,7.08元/股至7.63元/股,9988000,,
18850947.html,广西桂东电力股份有限公司,桂东电力,2017-12-18,5.00,广西桂东电力股份有限公司,198731337,4.71
18850986.html,共生投资,,2016-11-24,,2702500,,
18850986.html,共生投资,,2017-12-27,,2362625,14434875,3.35
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-18,5.54,20327300,,
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-19,5.60,26480000,,
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-20,5.65,17130000,,
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-21,5.78,30426200,,
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-22,5.92,6576630,,
18855556.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-25,5.89,7973000,2826500070,0.0812
18855557.html,湖北省科技投资集团有限公司,湖北科投,2017-11-29,22.0194,418918,,
18855557.html,湖北省科技投资集团有限公司,湖北科投,2017-12-07,22.0397,685200,,
18855557.html,湖北省科技投资集团有限公司,湖北科投,2017-12-11,22.0883,2542908,,
18855557.html,湖北省科技投资集团有限公司,湖北科投,2017-12-12,22.1652,1668426,125677831,8.97
18855653.html,（集团）有限公司,嘉寓集团,2017-12-29,6.41,14300000,298597706,0.4166
18855958.html,汉中航空工业（集团）有限公司,汉航集团,12月14日,10.78-11.82,2803400,,
18855958.html,汉中航空工业（集团）有限公司,汉航集团,2017-12-28,10.24,4647000,298384700,0.5051
18856048.html,好利来控股有限公司,好利来控股,2017-09-15,58.00元/股,1333600,,
18856048.html,好利来控股有限公司,好利来控股,2017-10-19,58.78元/股,666800,28985740,0.4347
18856048.html,旭昇亚洲投资有限公司,旭昇投资,2017-09-27,56元/股,190000,,
18856062.html,曲水信佳科技有限公司,信佳科技,2017-11-01,6.11,32854400,,
18856062.html,曲水信佳科技有限公司,信佳科技,2017-11-09,6.957-7.086,32854400,,
18856062.html,曲水信佳科技有限公司,信佳科技,2017-11-16,5.99,16075400,,
18856062.html,曲水信佳科技有限公司,信佳科技,2017-11-22,5.69,352000,379795610,0.1112
18856128.html,德兴市大艾企业管理有限公司,大艾管理,12月27日,11.987,760000,,
18856128.html,德兴市大艾企业管理有限公司,大艾管理,12月28日,11.607,900000,,
18856128.html,德兴市大艾企业管理有限公司,大艾管理,12月29日,11.524,512200,,
18856128.html,德兴市大艾企业管理有限公司,大艾管理,12月29日,11.359,8500,17201292,0.0538
18861938.html,中牧实业股份有限公司,中牧股份,11月27日,17.84,中牧股份,132691091,0.2152
18862257.html,上海金融发展投资基金（有限合伙）,,2017-11-07,29.18,578496,0,0
18862543.html,夏秋红,,2017-11-13,23.86,29100,1133864,0.0038
18862583.html,中国东方资产管理股份有限公司,东方资产,2017-09-11,17.57,10000,,
18862583.html,中国东方资产管理股份有限公司,东方资产,2017-09-12,17.71,11200,,
18862583.html,中国东方资产管理股份有限公司,东方资产,2017-12-26,16.01,64500,,
18862747.html,天津智汇投资合伙企业（有限合伙）,天津智汇,2017-11-23,20.94元,500000,,
18862747.html,天津智汇投资合伙企业（有限合伙）,天津智汇,2017-11-28,22.51元,250000,,
18862885.html,上海铭大实业（集团）有限公司,上海铭大,2017-06-27,12.40至12.92,10000000,,
18862885.html,上海铭大实业（集团）有限公司,上海铭大,2017-08-01,14.86—15.25,2400000,,
18863002.html,贵人鸟集团（香港）有限公司,贵人鸟集团,2017-06-13,20.99,5250000,479115000,0.7622
18865199.html,大连承运投资集团有限公司,承运投资,2018-01-02,6.49,5480000,,
1886882.html,宜华企业（集团）有限公司,宜华集团,2016-01-25,,1000000,,
1886882.html,宜华企业（集团）有限公司,宜华集团,2016-01-29,,4830000,359379599,0.2424
18875901.html,北京首创阳光房地产有限责任公司,首创阳光,2018-01-05,3.86,9091700,,
1888309.html,太原化学工业集团有限公司,太化集团,2016-01-29,5.24,4000000,,
18883982.html,北京市基础设施投资有限公司,京投公司,2018-01-10,,2008001,253872315,0.3427
18884224.html,杭州鏖鼎投资合伙企业（有限合伙）,鏖鼎投资,2018-01-09,27.01,494000,,
18884224.html,杭州鏖鼎投资合伙企业（有限合伙）,鏖鼎投资,2018-01-10,26.82,444346,8471246,0.0529
1888619.html,上海地产（集团）有限公司,地产集团,2016-01-28,,1824182,687138406,
18887748.html,上海祺嘉股权投资合伙企业（有限合伙）,上海祺嘉,2017-11-13,81.83,3481700,,
18887748.html,上海祺嘉股权投资合伙企业（有限合伙）,上海祺嘉,2018-01-09,63.21,344069,,
18891071.html,银联科技有限公司,银联科技,2017-03-02,14.60,1700000,,
18891071.html,银联科技有限公司,银联科技,2017-03-02,14.60,1700000,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.42,9100,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.43,85700,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.44,2200,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.60,544600,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.67,175120,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.68,24880,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.70,217620,,
18891071.html,银联科技有限公司,银联科技,2018-01-11,11.72,46600,39591180,0.088
1889212.html,涌金,,2016-01-29,,660000,,
1889212.html,涌金,,2016-02-01,,14858273,,
18892402.html,浙江国大集团有限责任公司,国大集团,2018-01-09,7.61,2800000,,
18892402.html,浙江国大集团有限责任公司,国大集团,2018-01-12,7.54,230000,158762200,0.088
1891388.html,荣盛控股股份有限公司,荣盛控股,2016-02-02,6.86,7600000,1487600049,0.3421
1891893.html,上海复星高科技（集团）有限公司,复星集团,2016-01-28,,2811950,,
1892080.html,江苏江动集团有限公司,江动集团,2015-09-14,,11985600,,
1892080.html,江苏江动集团有限公司,江动集团,2016-01-22,,2472350,,
1892080.html,江苏江动集团有限公司,江动集团,2016-02-03,,9508731,,
1895480.html,长江润发机械股份有限公司,公司,2016-02-27,,60000000,,
1895480.html,长江润发机械股份有限公司,公司,2016-02-03,,559541,,
1895480.html,长江润发机械股份有限公司,公司,2016-02-04,,379100,,
1895480.html,长江润发机械股份有限公司,公司,2016-02-05,15.454,598400,57065019,0.2882
1898714.html,北京龙天陆房地产开发有限公司,龙天陆,2016-02-18,21.45,4000000,16142461,0.0391
1907942.html,福建三安集团有限公司,三安集团,2016-01-16,,12,,
1907942.html,福建三安集团有限公司,三安集团,2016-02-29,,3636721,200476037,0.0786
1908841.html,陆斌,,2016-01-27,16.60,59700,,
1911415.html,中国信达资产管理股份有限公司,中国信达,2016-02-26,33.81,3000000,17500000,0.0965
19163701.html,李伟明先生,,2018-01-15,10.00,2978800,21961200,0.0499
19163749.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-11,21.23,715600,,
19163749.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-12,21.05,5000,,
19163749.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-12,19.16,1905600,,
19163750.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-11,21.23,715600,,
19163750.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-12,21.05,5000,,
19163750.html,广州海汇成长创业投资中心(有限合伙),海汇成长,2018-01-12,19.16,1905600,,
19164434.html,北京首创阳光房地产有限责任公司,首创阳光,2018-01-05,3.86,9091700,,
19164434.html,北京首创阳光房地产有限责任公司,首创阳光,2018-01-15,4.14,5008300,117181700,0.05
19168417.html,周利鹤,,2017-09-19,17.29,3000000,,
19168417.html,周利鹤,,2017-10-24,22.12,540000,,
19168417.html,周利鹤,,2017-10-25,22.02,30000,,
19168417.html,周利鹤,,2017-10-26,22.19,1795100,,
19168417.html,周利鹤,,2017-10-27,21.67,300000,,
19168417.html,菁英投资,,2017-10-24,22.15,853710,,
19168417.html,菁英投资,,2017-10-25,22.05,16700,,
19168417.html,菁英投资,,2017-11-29,19.40,893458,,
19168417.html,朱晓励,,2017-11-07,21.63,560000,,
19168417.html,朱晓励,,2017-11-08,21.68,530000,,
19168417.html,朱晓励,,2017-11-09,21.76,210000,,
19168417.html,朱晓励,,2017-11-10,21.88,156800,,
19168417.html,朱晓励,,2017-11-13,22.27,743200,,
19168417.html,朱晓励,,2017-11-30,21.78,46700,,
19168417.html,朱晓励,,2017-12-08,20.68,60000,,
19168417.html,朱晓励,,2017-12-11,20.73,740000,,
19171915.html,袁仲雪,,2017-12-25,7.71,583000,,
19171915.html,青岛瑞元鼎辉控股有限公司,瑞元鼎辉,2018-01-03,8.05,80000,,
19171915.html,青岛瑞元鼎辉控股有限公司,瑞元鼎辉,2018-01-05,8.01,294000,,
19171915.html,青岛瑞元鼎辉控股有限公司,瑞元鼎辉,2018-01-08,7.99,938000,,
19172807.html,德清丰华投资有限公司,丰华投资,2017-09-29,6.60-6.72,1551040,,
19172807.html,德清丰华投资有限公司,丰华投资,2017-11-16,6.71-6.79,1415436,,
19172807.html,德清丰华投资有限公司,丰华投资,2017-11-17,6.55-6.61,400000,,
19172807.html,德清丰华投资有限公司,丰华投资,2017-11-21,6.49-6.60,1154084,,
19172807.html,德清丰华投资有限公司,丰华投资,2017-11-22,6.46-6.54,814800,,
19176462.html,上海雅弘,,2017-10-31,27.26,39000,,
19176462.html,上海雅弘,,2017-11-01,29.73,319000,,
19176462.html,上海雅弘,,2017-11-02,31.16,98000,24878207,0.1229
19176663.html,兴业信托—兴运扶摇6号集合资金信托计划,,2017-12-26,11.476,801500,,
19176663.html,兴业信托—兴运扶摇6号集合资金信托计划,,2017-12-27,11.454,1078000,,
19176663.html,兴业信托—兴运扶摇6号集合资金信托计划,,2017-12-28,11.172,896600,,
19176663.html,兴业信托—兴运扶摇6号集合资金信托计划,,2017-12-29,11.136,120000,,
19176663.html,兴业信托—兴运扶摇6号集合资金信托计划,,2018-01-02,10.975,2000,,
19176663.html,厦门麟真贸易有限公司,厦门麟真,2018-01-18,11.950,3819800,,
19176751.html,新潮集团,,2018-01-18,22.08-24.03,6727300,183544922,0.135
19176763.html,红豆集团有限公司,红豆集团,2018-01-15,,10030512,,
19176763.html,红豆集团有限公司,红豆集团,2018-01-18,,8064152,1209644967,0.6685
19180087.html,的基本情况：本次减持前,海南省农垦集团有限公司,海南农垦,2018-01-19,11.27至13.90,1455000,10000000,0.0316
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-14,9.19,460150,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-15,9.16,1172735,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-19,9.23,1134009,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-20,9.18,655250,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-21,8.95,359900,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-22,9.15,392100,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-14,8.15,24500000,,
19180502.html,西藏锦桐创业投资有限公司,西藏锦桐,2017-12-26,7.69,19350000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/10/17,28.25,1528,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/1,25.57,220000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/20,21.12,26000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/21,21.24,8000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/22,20.85,18400,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/11/28,20.06,24300,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/1,20.24,2500,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/11,-,-,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2017/12/15,16.92,1084000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2018/1/17,18.01,83000,,
19181670.html,惠州市祥福贸易有限公司,惠州祥福,2018/1/18,18.05,125000,11278800,0.0658
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-18,5.54,20327300,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-19,5.60,26480000,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-20,5.65,17130000,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-21,5.78,30426200,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-22,5.92,6576630,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-25,5.89,7973000,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-26,5.79,25543000,,
19195560.html,重庆渝资光电产业投资有限公司,重庆渝资,2017-12-27,5.82,15242900,2653000041,0.0762
19197459.html,华茂集团股份有限公司,华茂集团,2017-08-24,16.07,1350000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-08-25,16.20,3650000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-10-16,16.57,2550000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-10-17,16.71,1500000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-10-18,16.79,1000000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-10-27,16.96,5000000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-11-20,18.14,1000000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-11-21,18.79,800000,,
19197459.html,华茂集团股份有限公司,华茂集团,2017-11-23,18.95,323620,,
19197459.html,华茂集团股份有限公司,华茂集团,2018-01-02,18.46,3010800,,
19197459.html,华茂集团股份有限公司,华茂集团,2018-01-03,18.49,365580,246200000,0.0486
19197561.html,阜宁稀土意隆磁材有限公司,意隆磁材,2016-12-19,22.655,140000,,
19197561.html,阜宁稀土意隆磁材有限公司,意隆磁材,2018-01-22,11.056,3935000,89755000,0.2203
19197966.html,霍尔果斯嘉科股权投资管理合伙企业（有限合伙）,嘉科投资,2018-01-19,25.14,793800,,
19197966.html,霍尔果斯嘉科股权投资管理合伙企业（有限合伙）,嘉科投资,2018-01-22,25.14,714700,,
19205402.html,苏州衡赢真盛创业投资中心（有限合伙）,苏州衡赢真盛,2018-01-12,37.29,242100,,
19205402.html,苏州衡赢真盛创业投资中心（有限合伙）,苏州衡赢真盛,2018-01-22,38.27,183700,4074200,0.0478
19205440.html,庞升东,,2017/7/31,7.29-8.03,2665380,,
19205440.html,庞升东,,2017/8/18,7.52-8.92,5670000,,
19205440.html,庞升东,,2017/9/29,7.11-8.23,4680000,,
19205440.html,庞升东,,2017/10/23,7.25-7.46,609500,,
19205440.html,庞升东,,2017/11/7,7.00-7.25,207120,178721856,0.0523
19205440.html,上海瑞度投资有限公司,上海瑞度,2017/9/7,8.01-8.35,3914507,,
19209053.html,复星创富,,2017-12-28,22.08-23.61,636000,5132400,0.0254
19209053.html,浙江红土创业投资有限公司,浙江红土,2018-01-11,21.43-24.35,633200,,
19209053.html,深圳市创新投资集团有限公司,深创投,2018-01-15,21.65-24.69,622712,,
19209171.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2018-01-24,25.65,1267300,,
19213189.html,西藏翔实创业投资管理合伙企业（有限合伙）,西藏翔实,2017-11-15,18.00,72300,7822500,0.0149
19217971.html,新余市伊源投资管理有限公司,伊源公司,2018-01-26,17.22,1486700,0,0
19218333.html,周良璋,,2018-01-29,,176000,176000,0.0005
19230073.html,恒丰集团,,2017-12-20,,1097100,,
19230073.html,恒丰集团,,2018-01-22,,55000,,
19230073.html,恒丰集团,,2018-01-29,,235000,,
19230073.html,恒丰集团,,2018-01-30,,445400,,
1923143.html,奥克斯集团有限公司,奥克斯集团,2016-02-29,,6,,
1923143.html,奥克斯集团有限公司,奥克斯集团,2016-03-04,,1248194,454290446,0.379
19231607.html,深圳市鼎发稳健股权投资合伙企业（有限合伙）,深圳鼎发,2018-01-30,4.799,2068100,,
19231607.html,深圳市鼎发稳健股权投资合伙企业（有限合伙）,深圳鼎发,2018-01-30,-,-,,
19234754.html,翊辉投资,,2017-11-07,16.22,公司发行股份购买资产时认购,,
19234754.html,翊辉投资,,2017-11-09,16.73,公司发行股份购买资产时认购,,
19234754.html,翊辉投资,,2017-11-20,14.19,公司发行股份购买资产时认购,,
19234754.html,翊辉投资,,2017-11-21,13.73,公司发行股份购买资产时认购,37479890,0.0567
19235089.html,缪双大,,2018-01-31,,2480000,2480000,0.0015
19235120.html,湖南发展资产管理集团有限公司,湖南发展集团,2018-01-30,10.65元/股,5564832,,
1923586.html,新余市伊理大投资管理有限公司,伊理大公司,2016-03-02,13.98元,630000,,
1923586.html,新余市伊理大投资管理有限公司,伊理大公司,2016-03-03,13.03元,3822000,35508000,0.148
1923586.html,新余市伊川投资管理有限公司,伊川公司,2016-03-02,12.51元,4229700,,
1923586.html,新余市伊川投资管理有限公司,伊川公司,2016-03-03,13.85元,180000,,
19238754.html,新华联控股有限公司,新华联控股,2018-01-30,9.99,390600,,
19238754.html,新华联控股有限公司,新华联控股,2018-01-31,9.68,3000450,,
19238754.html,新华联控股有限公司,新华联控股,2018-03-20,,1000000,141510552,0.0897
19238908.html,海思科医药集团股份有限公司,公司,2018-02-01,,290000,42162686,0.039
19242269.html,南通综艺投资有限公司,综艺投资,2018-02-01,,3563300,,
19242269.html,南通综艺投资有限公司,综艺投资,2018-02-02,,5755100,,
19243041.html,上海集观投资中心（有限合伙）,上海集观,2018-02-02,16.53,289240,43733044,0.0467
19245708.html,锐合创投,,2018-01-30,64,1300000,,
19245830.html,上海澎腾投资合伙企业（有限合伙）,澎腾投资,2018-02-01,31.41,1401314,,
19245830.html,上海澎腾投资合伙企业（有限合伙）,澎腾投资,2018-02-02,31.41,1536662,140840966,0.0696
1927139.html,新余市伊源投资管理有限公司,伊源公司,2016-03-02,13.98元,380000,,
1927139.html,新余市伊源投资管理有限公司,伊源公司,2016-03-03,13.85元,190000,,
1927139.html,新余市伊源投资管理有限公司,伊源公司,2016-03-04,12.79元,2736000,25494000,0.1062
1927406.html,浙江万马电气电缆集团有限公司,电气电缆集团,2016-03-08,19.10,18000000,374090812,0.3983
19274629.html,兴业信托—兴运扶摇6号集合资金信,,2017-12-21,11.805,2898300,,
19274629.html,兴业信托—兴运扶摇6号集合资金信,,2017-12-22,11.708,1290600,,
19274629.html,兴业信托—兴运扶摇6号集合资金信,,2017-12-25,11.427,1369600,,
19274629.html,兴业信托—兴运扶摇6号集合资金信,,2017-12-26,11.476,801500,,
19275171.html,恒丰集团,,2017-12-20,,1097100,,
19275171.html,恒丰集团,,2018-01-22,,55000,,
19275171.html,恒丰集团,,2018-01-29,,235000,,
19275171.html,恒丰集团,,2018-01-30,,445400,,
19275171.html,恒丰集团,,2018-01-31,,81800,,
19275171.html,恒丰集团,,2018-02-01,,900700,,
19275171.html,恒丰集团,,2018-02-02,,150000,,
19275171.html,恒丰集团,,2018-02-05,,20000,,
19275229.html,西藏中茵集团有限公司,西藏中茵,17.10.31,30.49,788400,50018401,
19275358.html,上海康德莱控股集团有限公司,上海康德莱控股,2018-02-05,,102650,125466200,0.3978
19275775.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2018-01-24,25.65,1267300,,
19275775.html,深圳市东方富海创业投资企业（有限合伙）,东方富海,2018-02-02,22.58,7700,,
19279481.html,巨星控股集团有限公司,巨星集团,2018-02-06,11.21元/股,4779424,483739864,0.4499
19279762.html,安徽新华发行（集团）控股有限公司,新华控股,2018-02-06,,686824,1074622380,0.5402
19279871.html,宁波富邦控股集团有限公司,富邦控股,2017-11-21,,1111700,,
19279871.html,宁波富邦控股集团有限公司,富邦控股,2017-11-24,,228500,,
19279871.html,宁波富邦控股集团有限公司,富邦控股,2018-02-06,,1317722,48502360,0.3626
19282706.html,深圳市劲嘉创业投资有限公司,劲嘉创投,2018-02-07,,100000,,
19282718.html,浙江富丽达股份有限公司,浙江富丽达,2017-09-01,17.14,浙江富丽达股份有限公司,,
19282718.html,浙江富丽达股份有限公司,浙江富丽达,2017-09-04,17.38,浙江富丽达股份有限公司,,
19284069.html,日照港集团有限公司,日照港集团,2017-11-24,,10689508,,
19284069.html,日照港集团有限公司,日照港集团,2018-02-07,,19104119,1310000946,0.4259
19288496.html,云南融智资本管理有限公司,,2018-02-08,,3933919,,
19288899.html,湖北高和,,2018-02-07,27.5043,1133560,,
1928976.html,鲁特投资,,2016-02-22,17.4000,2000000,,
1928976.html,鲁特投资,,2016-03-08,15.6400,4000000,22700000,0.0684
19291632.html,依顿投资有限公司,依顿投资,2017-11-07,14.57,19954030,,
19291632.html,依顿投资有限公司,依顿投资,2018-01-29,12.14,3800000,,
19291632.html,依顿投资有限公司,依顿投资,2018-01-04,15.80,9976942,,
19291632.html,依顿投资有限公司,依顿投资,2018-02-07,12.12,120000,748189028,0.7499
19292177.html,管理有限责任公司,中兵投资,11月11日,,201719,,
19292177.html,管理有限责任公司,中兵投资,2018-02-09,,19791014,,
19292267.html,新疆晁骏股权投资有限公司,,2017-12-11,9.21,315000,,
19292267.html,新疆晁骏股权投资有限公司,,2017-12-19,8.97,1185000,,
19292267.html,新疆晁骏股权投资有限公司,,150.00,0.45%,,74682000,0.2223
19292270.html,深圳市创新投资集团有限公司,深创投,2017/6/15,59.47,49500,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/6/22,59.60,9000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/6/29,54.97,21900,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/7/7,56.00,20000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/7/10,59.53,35000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/7/31,43.29,10000,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/3,42.93,16900,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/16,44.02,36500,,
19292270.html,深圳市创新投资集团有限公司,深创投,2017/8/17,46.87,50000,,
