公告id,股东全称,股东简称,变动截止日期,变动价格,变动数量,变动后持股数,变动后持股比例
18872434,济南优耐特投资有限公司,济南优耐特,2017-08-11,25.61,1600000,,
18872927,北企食品,,2017-09-29,7.3,170000,,
18872927,北企食品,,2018-01-05,7.02-7.1,2513900,,
18876317,西藏博实创业投资有限公司,西藏博实,2018-01-06,23.70-26.5,5000000,135400000,0.2575
18880277,浙江华睿德银创业投资有限公司,华睿德银,2018-01-08,60.8,139500,2650500,0.0394
18880277,浙江华睿中科创业投资有限公司,华睿中科,2018-01-08,60.8,139500,,
1888136,江苏旷达创业投资有限公司,旷达创投,2016-02-01,10.8,980422,,
1889900,北京市基础设施投资有限公司,京投公司,2016-02-02,,7361910,229641110,0.31
1889961,江苏旷达创业投资有限公司,旷达创投,2016-02-02,11.40,109000,,
1904871,中南城市建设投资股份有限公司,中南城投,2016-02-26,13.90,75000,795496887,0.6812
1907872,江苏旷达创业投资有限公司,旷达创投,2016-02-29,10.893,2647447,2,
19163755,合肥建翔投资有限公司,合肥建翔,2017-12-21,5.66,50000000,,
19163755,合肥建翔投资有限公司,合肥建翔,2017-12-22,5.92,52000000,,
19163755,合肥建翔投资有限公司,合肥建翔,2017-12-25,5.93,15689504,,
19163755,合肥建翔投资有限公司,合肥建翔,2017-12-26,5.82,55810400,,
19163755,合肥建翔投资有限公司,合肥建翔,2018-01-09,6.00,50000000,,
19163755,合肥建翔投资有限公司,合肥建翔,2018-01-10,6.10,36000000,,
19163755,合肥建翔投资有限公司,合肥建翔,2018-01-11,6.10,2700000,,
19163755,合肥建翔投资有限公司,合肥建翔,2018-01-12,6.10,72569300,2510142953,0.0721
19168754,江西昌九集团有限公司,昌九集团,2018-01-15,12.49,2456000,46436000,0.1924
19172891,变更为钧天（宁夏）投资管理中心（有限合伙）,钧天投资,2018-01-17,9.294,4268542,24245082,0.0609
19176459,银联科技有限公司,银联科技,2018-01-11,11.4,9100,,
19176459,有限公司,,2018-01-11,11.4,85700,,
19176459,有限公司,,2018-01-11,11.4,2200,,
19176459,有限公司,,2018-01-11,11.6,544600,,
19176459,有限公司,,2018-01-11,11.6,175120,,
19176459,有限公司,,2018-01-11,11.6,24880,,
19176459,有限公司,,2018-01-11,11.7,217620,,
19176459,有限公司,,2018-01-11,11.7,46600,,
19176459,有限公司,,2018-01-11,11.9,903000,,
19177142,上海原龙投资控股（集团）有限公司,上海原龙,2018-01-16,,26754529,,
19205591,冯忠,,2018-01-19,6.565,762400,,
19205591,冯忠,,2018-01-18,6.552,232400,,
19205591,冯忠,,2018-01-12,6.810,20000,,
19205591,冯忠,,2018-01-11,6.749,701700,12815603,0.0372
19209369,湖南方盛制药股份有限公司,公司,2018-01-25,,1117900,,
19209369,方锦程,,2018-01-25,,1117900,,
19216366,珠海红杉资本股权投资中心（有限合伙）,珠海红杉,2017-11-15,35.6,16500,,
19216366,珠海红杉资本股权投资中心（有限合伙）,珠海红杉,2017-11-17,37.0,13300,,
19216366,珠海红杉资本股权投资中心（有限合伙）,珠海红杉,2017-11-20,35.1,981700,19324992,0.0463
19231014,上海中金资本投资有限公司,,2018-01-30,,3900088,,
1923699,中兆投资管理有限公司,中兆投资,2016-03-04,,6206079,,
19239096,桑日百汇兴,,2018-02-01,4.27,4253700,,
19242775,桑日百汇兴投资有限公司,,2018-02-01,,4253700,,
19242775,桑日百汇兴,,2018-02-02,4.24,1000000,,
19242971,新疆广汇实业投资（集团）有限责任公司,广汇集团,2018-02-02,,1924167,266615.06,0.3274
19279833,杨志峰,,2017-12-04,6.4,3200000,,
19279833,杨志峰,,2017-12-12,6.3,70000,,
19279833,杨志峰,,2017-12-13,6.0,1000000,,
19279833,杨志峰,,2018-01-22,6.1,72400,12814222,0.0393
19283291,合肥实勤股权投资合伙企业（普通合伙）,实勤投资,2018-02-06,7.63,530000,,
19288572,福建建工集团有限责任公司,建工集团,2018-08-07,,,,
19292322,上海力鼎投资管理有限公司,力鼎投资,2017-12-08,26.8,166100,,
19292322,上海力鼎投资管理有限公司,力鼎投资,2017-12-15,26.8,92473,,
19292322,上海力鼎投资管理有限公司,力鼎投资,2017-12-22,23.5,733600,1167827,0.0159
19292322,力鼎明阳,,2017-12-08,26.6,166000,,
19292322,力鼎明阳,,2017-12-15,26.7,200800,,
19292322,力鼎明阳,,2017-12-22,23.5,733600,,
19293401,兴宁众益福实施增持计划,本次增持,2018-02-09,,2437580,,
19298981,及实际控制人中国电子信息产业集团有限公司,中国电子,2017-02-24,,32591900,1204369909,0.4112
19299150,金诚信集团,,2018-02-12,,197900,273253045,0.4671
1930745,上海）有限公司,上实置业,2016-01-06,,8049397,,
1930745,上实投资（上海）有限公司,,2016-01-15,,4348065,,
1930745,上海上实投资管理咨询有限公司,上实投资咨询,2016-01-15,,9118200,,
19309220,钧天（宁夏）投资管理中心（有限合伙）,钧天投资,2018-02-14,7.817,4210382,28455464,0.0715
1931213,奥克斯集团有限公司,奥克斯集团,2016-02-29,,6964653,,
1931213,奥克斯集团有限公司,奥克斯集团,2016-03-11,,730161,,
19321043,李健平,,2017-11-16,18.9,150000,,
19333936,中国通用咨询投资有限公司,通用咨询,2017-08-18,,6443864,,
1933424,斯米克工业有限公司,斯米克工业,2016-03-14,8.5,4000000,307535232,0.4692
19388088,新余市伊川投资管理有限公司,伊川公司,2018-02-05,14.4,1730000,,
19388088,新余市伊川投资管理有限公司,伊川公司,2018-02-07,13.9,1240000,,
19388088,新余市伊川投资管理有限公司,伊川公司,2018-03-06,16.7,90000,,
19388088,新余市伊川投资管理有限公司,伊川公司,2018-03-08,16.1,505300,,
19388088,新余市伊川投资管理有限公司,伊川公司,2018-03-09,16.5,2439000,29850240,0.0691
19395671,北京启迪中海创业投资有限公司,启迪中海,2017-08-28,65.0,15808061,,
2012295,新余全球星投资管理有限公司,新余全球星,2016-03-15,16.2,19500000,49800000,0.0502
20152769,新余市伊源投资管理有限公司,伊源公司,2018-02-08,13.8,1940000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-02-09,13.9,2380000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-02-12,13.6,2390000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-02-13,14.0,1930000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-05,16.5,35000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-06,16.7,16900,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-07,16.4,35220,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-08,16.2,30000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-09,16.5,1843700,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-12,16.7,334000,,
20152769,新余市伊源投资管理有限公司,伊源公司,2018-03-15,15.9,297100,0,0
20162470,中国证监会,,2018-03-14,6.779,5977560,,
20162470,卢秀强,,2018-03-19,6.775,11955208,,
20169245,王震宇,,2017-12-11,9.2,120000,480000,0.0005
20169245,沈伟康,,2017-12-11,9.2,68250,,
20169245,屠国良,,2017-09-21,13.4,18281,,
20173714,杭州福斯特科技集团有限公司,福斯特集团,2018-03-21,30.3,6681220,,
20188779,新世界精细化工投资有限公司,,2018-03-14,16.0,2391579,31554474,0.1315
2024626,中兵投资管理有限责任公司,中兵投资,2016-03-11,,8978151,,
2024626,中兵投资管理有限责任公司,中兵投资,2016-03-16,,15033166,,
20250656,金堆城钼业集团有限公司,金钼集团,2018-03-27,,25959100,,
20254804,江西省军工控股集团有限公司,军工控股,2018-03-26,,1119000,,
20254804,江西省军工控股集团有限公司,军工控股,2018-04-03,,2447900,,
20260347,汕头市澄海区沪美蓄电池有限公司,沪美公司,2018-04-02,13.37,1527950,,
20260347,汕头市澄海区沪美蓄电池有限公司,沪美公司,2018-04-03,13.04,514600,,
20260347,汕头市澄海区沪美蓄电池有限公司,沪美公司,2018-04-04,12.94,799950,,
20267427,杭州贝昌,,2018-04-04,63.2,4360371,16879629,0.0421
2027174,新余睿景,,2016-03-17,27.3,9600000,18540000,0.0288
20325342,浙江中科东海创业投资合伙企业（有限合伙）,中科东海,2018-04-16,38.6,615000,,
20325342,中科芙蓉,,2017-12-21,39.8,11700,,
20325342,中科芙蓉,,2018-03-13,34.43,257300,,
20325342,中科芙蓉,,2018-04-16,38.6,38600,,
20338938,陈俊岭,,2018-03-30,34.5,1099888,2344112,0.0211
20443934,上海亚邦创业投资合伙企业（有限合伙）,亚邦创投,2017-12-21,,36900,7367200,0.0921
20548615,沈亚非,,2018-05-02,167.5,12900,1427100,0.0174
215984,劲辉国际企业有限公司,劲辉国际,2013-09-05,20.2,1750000,,
215984,劲辉国际企业有限公司,劲辉国际,2013-09-06,20.0,2000000,,
216602,天辉国际,,2013-09-12,21.9,1600000,16115600,0.05
217159,旷达,,2013-07-18,7.66,652705,,
217159,旷达,,2013-07-19,7.93,627754,,
217159,旷达,,2013-09-23,8.32,1874205,3154664,0.0126
217963,四川平原实业发展有限公司,平原实业,2009-03-18,,8500000,,
217963,四川平原实业发展有限公司,平原实业,2009-03-19,,18350000,,
220218,中国贵州茅台酒厂（集团）有限责任公司,茅台集团公司,2013-09-03,,406773,642104985,0.6185
221851,天津赛象创业投资有限责任公司,赛象创业,2013-10-17,9.0,6000000,123600000,0.6232
222869,北车集团,,2013-10-08,,501600,,
222869,北车集团,,2013-10-09,,8606000,,
222869,北车集团,,2013-07-09,,8104400,,
222969,辽宁省大连海洋渔业集团公司,辽渔集团,2013-10-15,,4332558,,
222969,辽宁省大连海洋渔业集团公司,辽渔集团,2013-09-27,,481367,,
223068,中国长江电力股份有限公司,长江电力,2013-10-21,,31896900,171474700,0.0801
223842,栖霞集团,,2013-06-20,,1950000,,
223842,栖霞集团,,2013-07-03,,8937305,,
223842,栖霞集团,,2013-09-02,,21190403,,
224415,武汉新一代科技有限公司,新一代科技,2013-08-27,,500000,32944300,0.1684
225763,乌鲁木齐奥科股权投资合伙企业（有限合伙）,奥科股权投资,2013-11-05,9.6,2800000,,
2355693,新华人寿分红,,2016-04-27,165.8,600000,,
2355693,新华人寿分红,,2016-05-03,163.0,2000000,,
2358849,徐州恩华投资有限公司,,2016-05-03,21.7,2080000,,
2358849,徐州恩华投资有限公司,,2016-05-03,21.7,2000000,,
2358849,徐州恩华投资有限公司,,2016-05-03,21.7,1000000,,
2359762,威朗国际集团有限公司,威朗国际,2016-05-03,46.0,2573486,46683400,0.2694
2369904,上海浦东发展（集团）有限公司,浦发集团,2016-01-12,,2890751,,
2369904,上海浦东发展（集团）有限公司,浦发集团,2016-01-13,,113722,,
2369904,上海浦东发展（集团）有限公司,浦发集团,2016-04-14,,13860771,,
2369904,上海浦东发展（集团）有限公司,浦发集团,2016-05-10,,1768668,,
2371283,重庆渝富资产经营管理集团有限公司,重庆渝富集团,2016-05-10,,107218242,1523443610,0.2699
2373288,南通综艺投资有限公司,南通综艺,2016-05-11,68.541,999999,67780000,0.045
2373288,江苏省高科技产业投资股份有限公司,江苏高投,2016-05-11,,0,,
2384181,弘毅投资,,2016-05-16,24.2,17575615,,
2384181,西藏弘志,,2016-05-16,24.2,2474385,,
267465,绵阳科技城产业投资基金（有限合伙）,绵阳基金,2013-12-02,,8622300,24017700,0.0214
269773,上海中路实业有限公司,中路实业,2009-09-21,,8716467,,
277775,甘肃祁连山建材控股有限公司,祁连山控股,2014-12-30,10.7,3160000,99443917,0.1281
278124,浙江大东南集团诸暨贸易有限公司,,2015-01-06,5.5,10000000,,
278124,浙江大东南集团诸暨贸易有限公司,,2015-01-06,5.5,10000000,30439450000,0.004
282398,浙江巨化投资有限公司,巨化投资公司,2014-01-14,,4239733,,
282398,浙江巨化投资有限公司,巨化投资公司,2014-02-07,,8267231,,
282398,浙江巨化投资有限公司,巨化投资公司,2015-01-14,,12506964,,
295544,赤峰红烨投资有限公司,,2012-12-17,17.5,2500000,,
295544,赤峰红烨投资有限公司,,2012-12-18,17.6,5000000,,
295544,赤峰红烨投资有限公司,,2012-12-19,17.5,5400000,,
295544,赤峰红烨投资有限公司,,2012-12-20,17.2,4000000,,
295544,赤峰红烨投资有限公司,,2012-12-21,17.0,4000000,28128308,0.0557
298229,中国华融资产管理股份有限公司,华融资产,2014-12-12,,15409989,17827158,0.0446
300451,上海紫江（集团）有限公司,紫江集团,2014-12-10,13.0,1434000,,
305830,SOHALIMITED,SOHA,2014-09-11,,8700000,,
305830,SOHALIMITED,SOHA,2014-11-28,,5200000,22000000,0.0499
305921,周福海,,2014-12-02,17.2,13000000,176766000,0.4249
305921,新疆吉伊股权投资管理合伙企业（有限合伙）,新疆吉伊,2014-12-02,17.2,7600000,,
310244,山东太阳控股集团有限公司,太阳控股,2014-11-25,3.7,34500000,,
312693,新疆广拓股权投资合伙企业（有限合伙）,新疆广拓,2014-09-17,14.0,9000000,,
312693,新疆广拓股权投资合伙企业（有限合伙）,新疆广拓,2014-11-18,14.1,3000000,,
312693,新疆广拓股权投资合伙企业（有限合伙）,新疆广拓,2014-11-19,14.1,3000000,,
314771,上海市浦东新区公共交通投资发展有,,2014-11-03,15.05,160000,,
314771,上海市浦东新区公共交通投资发展有,,2014-11-04,14.90,36300,,
314771,上海市浦东新区公共交通投资发展有,,2014-11-05,14.80,150000,,
314771,上海市浦东新区公共交通投资发展有,,2014-11-06,14.89,178200,,
314771,限公司,,2014-11-07,15.00,84700,,
314771,限公司,,2014-11-10,14.80,128400,,
314771,限公司,,2014-11-12,14.35,198600,,
314771,限公司,,2014-11-13,14.42,22000,,
314771,限公司,,2014-11-14,13.98,144200,,
314771,限公司,,2014-11-17,14.12,360765,,
318915,创华投资发展有限公司,创华投资,2014-11-06,,8000000,32000000,0.08
321072,常州朝阳柴油机有限公司,常州朝阳,2013-09-11,7.2,800000,,
321072,常州朝阳柴油机有限公司,常州朝阳,2014-07-02,7.,1000000,,
321072,常州朝阳柴油机有限公司,常州朝阳,2014-07-04,7.8,1000000,,
321072,常州朝阳柴油机有限公司,常州朝阳,2014-11-03,8.3,4175100,11024900,0.05
332541,杰得投资,,2014-10-28,33.6,2000000,18890000,0.141
342848,新疆成农远大股权投资有限合伙企业,成农投资,2014-10-13,9.6,5510000,,
346505,焦作万方铝业股份有限公司,,2014-09-29,,948200,,
355047,山水控股集团有限公司,山水控股,2014-09-02,18.0,190000,,
355047,山水控股集团有限公司,山水控股,2014-09-03,17.6,100000,,
355047,山水控股集团有限公司,山水控股,2014-09-04,18.2,119700,,
355047,山水控股集团有限公司,山水控股,2014-09-05,18.1,10000,,
355047,山水控股集团有限公司,山水控股,2014-09-09,18.2,20000,,
355047,山水控股集团有限公司,山水控股,2014-09-10,18.4,190300,,
355047,山水控股集团有限公司,山水控股,2014-09-11,18.7,190000,,
355047,山水控股集团有限公司,山水控股,2014-09-12,18.5,200000,,
355047,山水控股集团有限公司,山水控股,2014-09-15,18.8,20000,1480000,0.0137
358014,巨力集团有限公司,巨力集团,2014-09-10,6.7,25000000,296500000,0.3089
360165,珠海市科见投资有限公司,珠海科见,2014-09-05,10.4,8800000,,
360456,石河子康乾股权投资有限合伙企业,康乾投资,2014-09-04,9.2,15000000,,
361278,山东省高新技术创业投资有限公司,山东高新投,2014-06-30,10.7,617162,,
365861,漯河市发展投资有限责任公司,漯河发投,2014-08-26,,9908000,61292776,0.0743
375401,乌鲁木齐融冰股权投资合伙企业（有限合伙）,融冰投资,2014-08-21,13.7,1968859,,
375401,乌鲁木齐融冰股权投资合伙企业（有限合伙）,融冰投资,2014-08-22,13.7,789992,8276554,0.0466
375401,听音投资,,2014-08-21,13.7,2233954,,
381263,昆山吉立达投资咨询有限公司,,2014-08-19,12.1,2500000,,
383716,青岛海尔厨房设施有限公司,厨房设施,2014-06-25,,899000,,
392203,江苏丹化集团有限责任公司,丹化集团,2009-06-30,,3268713,,
397037,内蒙古北方装备有限公司,北方装备,2014-08-05,11.12,1000000,32696000,0.0487
399725,汕头市华青投资控股有限公司,华青投资,2014-07-30,14.4,5185000,,
399725,汕头市华青投资控股有限公司,华青投资,2014-07-31,14.0,4900000,,
399725,汕头市华青投资控股有限公司,华青投资,2014-08-01,13.6,2550000,,
404550,福建省冶金（控股）有限责任公司,福建冶金,2009-09-04,,13019237,,
405702,玺萌置业有限公司,玺萌置业,2013-02-28,,92545762,,
405702,玺萌置业有限公司,玺萌置业,2013-07-04,,16586449,96122700,0.0581
409720,西藏世纪鼎天投资管理有限公司,世纪鼎天,2013-07-23,,117741101,,
412187,京安集团,,2009-12-01,,1390000,,
412656,北京中创信测科技股份有限公司,,2009-12-01,,842000,,
414004,中经信投资有限公司,中经投,2009-10-28,,4097900,26926895,0.0709
417348,——哈尔滨工业资产经营有限责任公司,工业资产公司,2010-01-28,,18000000,,
420803,无锡市国联发展（集团）有限公司,国联集团,2010-07-29,,25849696,5310000,0.0102
421263,上海盛宇企业投资有限公司,,2010-03-18,,3750524,,
421263,上海盛宇企业投资有限公司,,2010-09-08,,3967740,,
423278,江苏阳光集团有限公司,阳光集团,2011-04-22,,30600000,582793362,0.3268
425230,中国大唐集团公司,大唐集团,2011-05-06,,2335501,,
441001,欧华实业有限公司,欧华实业,2014-07-18,22.2,1850000,,
441001,欧华实业有限公司,欧华实业,2014-07-21,22.1,2150000,,
441001,欧华实业有限公司,欧华实业,2014-07-22,22.6,2000000,,
442149,VTRONINVESTMENTLIMITED,威创投资,2014-07-18,6.4,41680000,,
444191,国创高科实业集团有限公司,国创集团,2014-07-14,5.9,6000000,,
446786,天津国汇股权投资管理合伙企业（有限合伙）,天津国汇,2014-07-08,,263000,14028755,0.0425
447362,新疆成农远大股权投资有限合伙企业,成农投资,2014-07-08,16.3,1300000,,
447362,新疆成农远大股权投资有限合伙企业,成农投资,2014-07-10,15.5,1300000,,
448613,五龙贸易有限公司,五龙公司,2014-07-07,9.6,31000000,,
477719,山东省高新技术创业投资有限公司,高新投,2013-01-14,10.2,1533188,,
477719,山东省高新技术创业投资有限公司,高新投,2013-01-15,10.9,1500000,,
477719,山东省高新技术创业投资有限公司,高新投,2013-01-17,11.2,280000,,
477719,山东省高新技术创业投资有限公司,高新投,2013-05-13,12.18,4339090,,
477719,山东省高新技术创业投资有限公司,高新投,2013-05-20,13.7,3000000,30600000,0.05
490060,安徽华光玻璃集团有限公司,华光集团,2010-03-10,,1111500,,
490060,安徽华光玻璃集团有限公司,华光集团,2010-03-16,,4311500,4000.03,0.3419
4925222,弘毅投资,,2016-05-25,23.9,17575615,,
4925222,西藏弘志,,2016-05-25,23.9,2474385,,
4926759,大连承运投资集团有限公司,承运投资,2016-05-12,10.1,4000000,,
4926759,大连承运投资集团有限公司,承运投资,2016-05-27,9.1,4000000,,
4926759,大连承运投资集团有限公司,承运投资,2016-05-27,9.1,5400000,,
492905,中国国电集团公司,中国国电,2009-12-18,,81539143,,
4932845,北京市基础设施投资有限公司,京投公司,2015-09-21,,45900,,
4932845,北京市基础设施投资有限公司,京投公司,2016-02-02,,7361910,,
4932845,北京市基础设施投资有限公司,京投公司,2016-06-01,8.89,14815440,237048740,0.32
4933060,福建丰榕投资有限公司,丰榕投资,2015-07-03,,598201,,
4933060,福建丰榕投资有限公司,丰榕投资,2016-06-02,,15191975,,
4936085,上海欣诚意投资有限公司,,2016-06-01,20.2,1000000,,
4945596,新疆广泰空港股权投资有限合伙企业,广泰投资,2016-06-08,26.9,9000000,,
4946477,北京北广传媒投资发展中心,投资发展中心,2016-06-14,,6677544,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-04-25,27.2,2000000,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-05-10,23.6,200000,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-05-23,25.0,1200000,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-05-26,24.8,1000000,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-06-01,25.5,800000,,
4946837,新余丰禾朴实投资管理有限公司,丰禾朴实,2016-06-07,25.1,600000,,
4958336,唐山市冀东物贸集团有限责任公司,冀东物贸,2015-07-11,,6675063402,,
4958336,唐山市冀东物贸集团有限责任公司,冀东物贸,2015-09-16,,24071714,,
4958336,唐山市冀东物贸集团有限责任公司,冀东物贸,2016-06-22,,64233907,,
496582,天津市医药集团有限公司,医药集团,2010-08-17,,10000000,3356,0.454
498397,永鼎集团有限公司,永鼎集团,2010-12-08,,18570180,121620959,0.3193
499278,天津市中商联控股有限公司,中商联公司,2010-11-15,,17095650,,
505862,四川宏达实业有限公司,宏达实业,2011-06-28,13.0,12000000,310400000,0.3008
508402,万家共赢资产管理有限公司,万家共赢,2014-06-25,6.2,3896600,,
508402,万家共赢资产管理有限公司,万家共赢,2014-06-26,6.1,22443300,,
508402,万家共赢资产管理有限公司,万家共赢,2014-06-27,6.1,11940000,,
5183169,耀晶国际有限公司）,耀晶国际,2016-06-17,21.7,250000,,
5183169,耀晶国际有限公司）,耀晶国际,2016-06-20,22.0,1000000,,
5183169,耀晶国际有限公司）,耀晶国际,2016-06-23,23.9,500000,9607478,0.0571
546137,中国华融资产管理公司,华融公司,2007-09-20,,1487990,,
547023,——浙江华硕投资管理有限公司,华硕投资,2007-10-24,,12577296,45236442,0.1296
552733,－商丘市天祥商贸有限公司,天祥商贸,2008-09-19,,1318400,,
554331,广东粤财创业投资有限公司,粤财创投,2011-07-12,,5000000,,
55611,广州穗富管理的系列基金,,2015-02-04,57.1,466000,2818984,0.0635
558360,中国对外经济贸易信托有限公司,外经贸信托公司,2011-09-14,,30185910,105178510,0.07
558633,唐山三友集团有限公司,三友集团,2011-10-18,,461537,592183510,0.5589
562286,中国建筑材料科学研究总院,中国建材院,2015-04-01,14.5,10000000,,
5666603,宜安实业有限公司,宜安实业,2016-06-24,16.0,19000000,219140000,0.5435
569487,北京燕山高盟投资有限公司,高盟投资,2014-06-19,11.0,4000000,30052000,0.1407
572397,东莞勤上集团有限公司,勤上集团,2012-12-12,9.15,620572,97654572,0.2607
573086,阳光凯迪,,2012-11-08,7.3,5000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-10-19,11.4,2000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-09-07,10.5,1000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-09-10,10.7,1000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-09-11,10.6,1000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-09-12,10.7,1000000,,
573571,汕头市华青投资控股有限公司,华青投资,2012-10-29,9.4,980000,,
577113,上海德润投资有限公司,德润投资,2012-02-10,12.4,4108000,,
577113,上海德润投资有限公司,德润投资,2012-04-10,9.,3400000,,
577113,上海德润投资有限公司,德润投资,2012-04-11,10.,2370000,,
577113,上海德润投资有限公司,德润投资,2012-04-17,10.4,2122000,,
577113,上海德润投资有限公司,德润投资,2012-05-07,11.8,2000000,,
577301,上海复星化工医药创业投资有限公司,复星化工,2010-12-31,49.9,100000,,
577301,上海复星化工医药创业投资有限公司,复星化工,2012-04-25,30.6,35130,,
577301,上海复星化工医药创业投资有限公司,复星化工,2012-04-27,14.7,25300,,
597456,河北省建设投资公司,,2008-10-31,,383600,,
597456,河北省建设投资公司,,2009-10-31,,383600,,
599107,汉龙实业发展有限公司,汉龙实业,2009-09-24,,4500000,45126154,
599479,北京东华诚信电脑科技发展有限公司,诚信电脑,2009-09-17,17.58,16000000,,
600458,广西河池化学工业集团公司,河化集团,2011-05-13,,7000000,,
606251,南京钢铁联合有限公司,南钢联合,2014-05-08,,499963,3247572420,0.8379
62842,新余国通投资管理有限公司,国通投资,2015-02-03,9.9,8500000,133308160,0.3787
62842,冠联国际投资有限公司,冠联国际,2015-02-03,9.9,1000000,,
643239,江苏九洲投资集团创业投资有限公司,九洲创投,2014-04-28,8.4,880000,,
65043,北京智汇创业投资有限公司,智汇创投,2015-02-04,32.7,1500000,10149600,0.1167
67204,杭州晨阳投资有限公司,晨阳投资,2014-05-14,7.0,8530800,,
67601,上海益都实业投资有限公司,上海益都,2014-05-12,8.0,11426500,,
71994,深圳市延宁发展有限公司的通知，,深圳延宁,2010-06-07,36.49,2640000,,
71994,深圳市延宁发展有限公司的通知，,深圳延宁,2010-06-08,36.49,2000000,55286577,0.1645
72541,东盛投资有限公司,东盛投资,2013-12-04,23.7,5000000,,
72541,东盛投资有限公司,东盛投资,2013-12-05,24.2,3000000,,
739197,芜湖基石创业投资合伙企业(有限合伙),芜湖基石,2014-04-10,10.7,1647300,,
739197,芜湖基石创业投资合伙企业(有限合伙),芜湖基石,2014-04-11,10.7,7000000,7352700,0.0424
75431,新华基金管理有限公司,新华基金,2015-03-02,6.2,3000000,,
75431,新华基金管理有限公司,新华基金,2015-03-03,6.23,4000000,,
75431,新华基金管理有限公司,新华基金,2015-03-06,6.1,19390000,,
76008,宏氏投资,,2015-03-09,17.0,4130000,148438965,0.4948
76371,通联创业投资股份有限公司,通联创投,2015-03-09,18.0,,,
79614,辽宁方大集团实业有限公司,辽宁方大,2015-03-11,,40000000,754722128,0.439
798113,澳洋集团有限公司,澳洋集团,2014-03-28,4.3,3000000,,
798763,烟台恒邦集团有限公司,恒邦集团,2014-02-24,,16000000,,
80525,新疆甬金通达股权投资管理有限公司,新疆甬金通达,2015-03-04,35.3,9910000,37180000,0.1876
815429,江苏苏宁电器有限公司,江苏苏宁,2008-10-10,14.02,857960,418062644,0.1398
822855,北京电子城有限责任公司,电子城,2008-05-07,,1870000,3830000,
871247,中国-比利时直接股权投资基金,中比基金,2011-04-20,17.8,1472150,,
871247,中国-比利时直接股权投资基金,中比基金,2011-04-21,17.5,1000000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-10,17.3,1636350,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-11,17.4,2000000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-17,16.5,2000000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-18,16.4,2000000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-19,16.7,1880668,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-20,16.3,1500000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-23,16.2,1500000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-24,15.6,1500000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-25,15.5,1500000,,
871247,中国-比利时直接股权投资基金,中比基金,2011-05-31,15.8,2000000,133077138,0.0494
8793549,万泽集团有限公司,万泽集团,2015-08-05,,500100,,
8793549,万泽集团有限公司,万泽集团,2016-06-30,,6095868,,
9026407,中非发展基金有限公司,中非发展基金,2016-07-06,24.05-41.5,5351900,,
9027557,深圳市南方同正投资有限公司,,2016-07-06,11.2,1605300,324529776,0.2975
9027787,临沧飞翔冶炼有限责任公司,临沧飞翔,2016-07-06,17.2,12891065,,
902920,北京市基础设施投资有限公司,,2014-03-13,20.7,130500,,
902920,北京市基础设施投资有限公司,,2014-03-14,20.2,68999,,
902920,北京市基础设施投资有限公司,,2014-03-17,20.2,533500,,
910200,嘉铭投资,,2014-03-07,10.5,3200000,8640000,0.0491
91411,万丰奥特控股集团有限公司,万丰集团,2015-01-22,26.1,19000000,0,
9162762,海航资本集团有限公司,海航资本,2016-07-01,5.43,18093829,,
9162762,海航资本集团有限公司,海航资本,2016-07-08,,18093829,303870252,0.2125
91996,青岛海立控股有限公司,海立控股,2015-01-09,15.,2000000,,
91996,青岛海立控股有限公司,海立控股,2015-01-13,15.,3700000,,
91996,青岛海立控股有限公司,海立控股,2015-01-14,15.,1870000,,
92512,江阴市九润管业有限公司,九润管业,2015-01-14,,3560000,,
92512,江阴市九润管业有限公司,九润管业,2015-01-15,,13000000,,
92512,江阴市九润管业有限公司,九润管业,2015-01-16,,31440000,,
